Geneid,M9-5243T-5,M9-5243T-4,M9-5243T-1,TB-5243T-6,TB-5243T-5,TB-5243T-4
mviN,278,249,436,767,722,756
mviM,524,461,420,347,280,302
yceL,177,207,195,109,70,101
moeZ,500,269,392,266,225,328
htrB_2,301,327,441,956,753,1001
modH,1214,1269,1425,3841,3310,4418
mdoG,953,852,1010,4739,4145,4804
mdoC,144,123,143,530,471,627
ymdC,615,574,949,327,337,347
ycdW,324,337,352,448,346,432
ycdT_2,130,83,103,79,60,69
psiH,354,433,332,104,137,107
efeU_1,541,416,251,22,34,44
efeU_2,200,131,108,4,9,13
ycdC,51,67,89,81,68,85
ycdL,14,18,15,11,14,16
ycdH,21,15,22,9,1,10
wrbA_2,755,581,577,8371,5269,6916
gnsA_2,43,44,59,276,246,369
insA_1,161,90,203,317,270,352
yjbF_1,10,9,12,49,35,54
ymcB_1,8,11,13,37,40,56
wzb_1,11,19,21,19,10,11
wzc_1,528,676,654,270,219,339
appA_1,599,548,874,1084,886,1295
yccB,70,51,87,131,95,134
hyaD_1,22,32,34,1953,1600,1955
yccK,201,214,327,537,487,632
yccW,438,404,554,693,634,674
yccV,1323,1500,1776,726,710,854
yccR,221,233,214,118,85,141
ycbG,98,129,120,134,115,144
ycbW,734,555,959,670,535,735
fimC_1,244,301,395,81,75,83
fimF_2,27,19,41,20,12,29
aufD,21,10,13,16,6,12
fimD_2,59,66,56,47,39,55
ssuD1,39,118,21,19,12,10
aspC_1,4902,3196,5888,2795,2446,2987
ycbL,5870,6286,9721,2415,2176,2527
ycbB,1889,1849,1834,1387,972,1161
smtA,709,709,868,835,716,909
ycbC,76,83,93,146,115,133
himD,1978,1257,1892,2984,2560,3294
yggG_1,84,93,150,42,40,64
yetF,92,112,141,88,86,88
focA_1,5369,6421,9986,6973,6157,7477
pflB2_1,68982,67174,104694,64080,59608,74978
ygjI_1,47,33,30,40,19,31
dmsB_3,24,36,30,931,738,899
dmsA_3,187,136,182,4997,4505,4914
lrp_1,1583,1459,1202,780,717,815
macA_1,556,523,681,206,168,190
virK,707,538,526,5310,4505,5603
ybjE,267,280,325,270,212,262
artM_1,339,311,544,518,463,579
rumB,151,143,279,360,327,396
potF_2,385,319,311,122,128,144
ybjK,37,52,54,46,33,45
cmr,125,116,118,589,497,644
deoR_1,515,580,598,797,652,800
yliJ,867,589,935,335,302,333
ydeH_2,31,25,37,45,30,42
yliE,47,46,35,46,30,67
yliA,1412,1470,1466,492,401,417
pflE,17,17,23,25,26,27
pflF,139,165,183,197,236,197
supH,144,109,116,147,139,159
ybiS,1449,1560,2166,2768,2453,3049
ybiP_1,310,300,333,1013,862,1111
ompX_1,16006,10458,12403,21105,19557,25882
ybiF,77,97,157,186,151,170
ybiN,120,95,111,486,399,440
ybiI_1,85,79,79,35,27,35
ybiC,583,484,491,366,303,328
trpD2,773,675,831,628,577,709
dinG_2,1010,1174,1608,1304,1331,1706
macA_2,261,359,239,527,373,485
ybhF_1,225,309,258,611,487,630
ybhO,187,182,224,196,126,213
bioF_2,2393,2181,2940,27,31,49
K,179,370,155,13,14,14
ydfO_2,608,921,606,258,234,346
ybcU_1,801,1207,797,4047,3931,4891
O,327,530,689,89,84,87
cI,6161,5345,6116,4043,3716,4400
dmdA,278,504,1106,160,135,171
ybhI_1,47,125,337,10,16,8
mii,39,90,237,11,7,7
ybhD_1,83,148,324,76,34,47
modB_1,123,178,288,123,134,114
ybhT,296,242,437,100,89,109
modE_2,670,655,1056,529,484,554
galM_2,887,850,1402,940,846,1108
pnuC_2,1896,1826,2465,147,110,136
ybgF,4250,4115,6399,2159,2025,2331
ybgT,1468,1759,3201,454,417,445
fruA_1,26,41,63,17,24,26
yidP_1,112,120,241,283,257,309
sucD_2,2384,2003,1190,560,501,551
sucC_2,2076,1863,1261,833,705,841
sucB_2,2232,2504,1630,1059,967,1053
sucA_2,3196,3826,2510,1807,1802,1986
smfA,14,22,22,8,10,9
papC_1,35,82,145,27,36,40
ybgL,842,797,1197,875,761,909
kipI,1194,999,1522,784,635,672
phrB,344,337,769,521,502,514
kdpE_1,76,53,88,88,69,84
speC_1,100,93,144,42,36,38
nagE_1,686,581,960,627,679,650
nagB_1,356,289,435,533,539,617
nagD,1343,993,1818,1705,1516,1733
corC,2638,2444,4308,4212,4020,5137
podJ,0,2,3,8,7,3
rlpB,1506,1494,2115,1169,1144,1522
phpB,166,129,285,215,188,235
ybeB,585,505,1143,1414,1389,1652
ybeA,368,298,717,1180,1092,1211
ybdO_1,140,162,210,138,159,182
ybeM_1,128,131,162,53,41,56
ybeM_2,78,95,91,32,40,45
crcB_1,239,351,244,315,277,302
dcuC_1,311,279,332,390,424,469
citA,285,343,441,213,184,192
citT_2,74,99,104,374,400,421
ybdO_2,38,37,45,16,20,20
ibrA,25,35,46,43,42,34
gldA_1,382,520,524,227,169,207
mbtH,364,324,410,5,7,6
fes_1,1363,1178,1793,14,22,23
fepA_2,10565,8628,14730,104,128,123
E873_1,140,154,199,54,40,63
insL_1,603,535,697,955,1060,1334
srnB,53,69,140,14,11,18
yjbR_1,260,208,275,137,110,140
adiY_1,122,174,144,21,22,34
ompT_1,1555,1123,787,1439,1437,1576
ybcU_2,92,78,73,635,627,791
nmpC_1,153,115,99,93,109,77
rusA_3,5,7,4,2,1,1
fimA_1,12,0,6,10,7,14
arcC_1,52,36,60,22,18,38
fdrA_2,7,13,22,9,4,11
allD_2,8,5,6,13,5,14
ylbB,54,54,65,42,62,48
ylbA,147,100,106,91,77,105
ybbZ,45,30,38,55,41,71
allS_2,13,11,19,12,14,11
ybbC_1,20,7,13,9,7,9
lolD_2,330,332,689,281,259,323
acr1,414,345,585,337,337,368
ybbN,1005,850,1222,1143,1144,1268
ybbM,84,54,79,172,150,194
ybbL,103,71,101,353,317,355
ybbK,332,254,358,591,448,488
glsA1,353,124,296,2713,1779,2398
aes_2,88,91,71,99,67,114
kefA,1243,1211,1831,2343,2069,2557
acrR_2,677,533,939,505,411,559
acrB_1,5665,5137,8511,3948,3816,5076
ybaJ,1227,1081,1700,715,716,868
yjcC_1,286,289,271,270,274,336
ybaA_1,47,48,85,53,56,67
ogt_2,151,176,158,48,43,46
glnK_1,13,10,10,117,101,99
lrp_2,127,165,173,236,183,195
cof_1,530,598,813,191,155,216
ybaW,105,88,111,117,80,149
thiJ,636,477,524,560,496,594
iolS_2,1204,946,1345,720,561,734
ribH,1333,1028,1759,2264,2031,2366
ybaD,838,786,986,775,656,778
yajB,237,223,289,189,134,192
mak_2,67,66,100,130,108,125
adrA,69,66,88,125,113,155
yaiV,12,19,4,8,6,15
prn_1,212,234,211,81,59,91
prn_2,130,133,124,98,82,91
icaA,34,36,29,35,23,32
orf231_2,156,126,159,89,94,88
orf230_2,129,137,132,87,55,114
glmU_1,1,3,2,6,8,3
adhC,358,300,404,902,985,969
rhtC_1,6,10,8,68,71,76
rpmE2,13,26,27,22,18,21
rpmJ_1,28,24,37,14,15,23
insA_2,76,72,118,124,106,139
yicJ_1,19,26,26,33,30,39
insA_3,101,78,121,118,123,159
fbpC_1,68,85,86,91,84,103
ykfA_1,180,205,245,122,104,140
ykfB_1,358,442,512,167,144,160
prfH,67,71,72,66,68,86
rtcB_1,6,5,1,2,1,1
motB_1,13,14,25,12,4,8
gmhA,2041,1749,1921,1046,1017,1215
ramA,468,388,505,238,191,232
dmlR_3,223,176,193,147,110,127
gmhB_1,1145,969,1340,911,809,967
yaeB,429,311,704,995,831,1072
cutF,231,243,186,276,264,265
yaeJ,182,152,242,313,315,380
yaeT,9802,8925,11516,8749,8024,9951
yaeL,1968,1974,2860,2366,2203,2637
uppS,1495,1278,2573,2351,1974,2391
htrA,542,1363,523,2137,1945,2254
yadR,1768,2239,1954,1137,1055,1230
fhuD_2,582,514,784,101,100,110
yadP,74,85,106,81,72,81
yadB_1,150,139,193,473,415,489
focC_1,9,10,12,5,4,13
htrE_1,35,45,36,22,19,15
yadD,161,171,186,56,56,54
icaB,260,267,329,267,229,327
manX_2,147,131,158,77,74,117
drrA,993,824,1464,925,850,979
yadF,3547,2511,3742,1607,1389,1731
yacC_1,1533,1481,2231,603,535,604
lpdA,11150,10001,7363,9991,9953,10170
pdhR_1,1311,1031,1201,1721,1517,1718
guaC_1,982,669,1187,1527,1180,1469
mraW,1599,1700,1113,2489,2200,2774
yabB,1060,1061,756,1650,1486,1785
fruR,436,366,451,1184,1057,1164
ilvI_1,1559,1333,1332,126,95,125
setB_1,275,275,315,133,106,141
tbpA,48,25,68,402,365,423
imp,6925,5768,8523,7981,6891,8885
pdxA_1,1247,1082,1862,1087,953,1275
ksgA,1325,1158,1999,1471,1389,1649
ygcS_1,23,7,12,9,5,10
caiT_2,19,22,29,13,6,15
caiA_2,67,65,69,165,156,173
caiD_2,8,6,4,32,37,33
caiE_2,20,10,21,60,32,53
insB1_2,115,109,172,160,102,170
E873_2,82,72,123,113,113,146
insL_2,651,640,752,1193,1364,1675
dnaK_1,10022,8660,10133,27274,30999,33151
yaaH,292,306,268,461,435,481
tal2_1,9513,8240,10609,11764,10534,12318
creC_1,157,131,172,141,139,160
gpmB,341,312,425,422,309,431
yjjK,1904,1602,2203,2381,2251,2669
nadR_2,723,644,690,384,332,497
sms,467,383,514,572,552,631
smp,214,202,278,191,181,197
csdA_1,59,62,66,180,153,171
yjjV_2,623,628,706,474,446,493
osmY_1,528,329,381,2062,1349,1863
dnaC_2,389,315,583,775,666,763
mdoB,175,174,169,2325,1899,2289
tdh_2,25,26,29,41,20,44
yjjL_3,147,178,245,95,90,100
tsr_1,41,59,49,31,26,32
yjiY,309,263,122,6048,4198,5532
yjiA_1,394,322,393,1038,708,863
yjiE,281,262,294,619,425,589
fimH_2,97,118,121,121,105,129
fimA_2,44,55,55,87,52,84
fimF_3,54,57,72,100,111,131
fimD_3,202,284,413,742,659,948
fimC_2,103,184,297,547,576,731
fimA_3,353,501,724,1087,1028,1175
fimA_4,3901,4561,4827,5940,6301,6843
xerC_2,451,340,226,136,124,132
yjhT,39,30,29,107,65,64
yjhS,57,41,44,72,57,73
sgcX_1,116,128,120,65,61,53
gatB_1,6,14,21,8,10,9
gatC_1,44,53,73,40,35,36
ulaC_1,54,57,62,50,41,40
rpe_1,52,39,69,35,20,46
glcR_1,35,41,55,21,17,19
kdgR_2,4,5,2,7,7,12
deoR_2,542,538,582,528,420,514
fecA_2,1850,1549,2204,146,109,180
yjhV,21,21,12,11,4,10
insO,17,8,22,5,7,6
nanT_1,35,39,43,45,52,60
ybiP_2,32,40,30,14,9,14
ybiP_3,590,571,531,325,312,367
orf231_3,138,128,151,88,68,100
orf230_3,133,147,134,104,88,116
yjgB,299,241,346,300,267,298
lptG_2,877,876,1502,1264,1046,1296
lptF_2,1004,984,1525,1642,1270,1613
pepA_1,1198,884,1198,2668,2280,3003
tabA_1,280,255,236,287,247,303
fabG1,68,60,66,73,56,67
cybC,422,351,494,303,315,415
rbsA_1,102,82,111,76,65,84
ytfJ_2,31,41,29,171,168,192
ytfG,161,159,186,68,85,74
ytfA,27,32,32,20,23,19
ulaC_2,24,13,22,4,9,13
sgaB,13,12,17,7,8,16
gsp_1,24,20,43,13,15,11
rlmB_1,752,670,1268,1148,1060,1409
nsrR_1,914,887,1072,1403,1298,1631
hflC_2,1892,1623,3023,2603,2511,3104
yjeS,482,474,536,458,374,507
yjeP,556,565,922,752,704,949
yjeA,124,132,143,691,651,707
frdA_1,969,820,693,11901,10824,11990
sugE,96,74,153,231,174,189
kamA,570,438,856,850,760,972
dipZ,959,832,1571,827,812,943
yjdL,110,110,105,104,97,113
lysS_1,1375,1206,1562,5960,5785,6458
yjdK,10,6,12,80,68,75
adiA_1,544,408,493,259,236,267
adiY_2,428,530,96,864,678,1069
yjdB,55,38,37,29,33,37
proP_2,8787,6854,7984,30127,27606,35020
yjdA,509,388,322,364,331,383
phnB,171,230,315,24,15,17
phnE,4,1,8,1,2,4
rpiR,369,327,428,162,155,160
rbsA_2,29,34,41,11,17,15
yjcU,19,14,19,10,13,12
mdtP_1,15,19,23,31,26,24
fdhF_2,880,795,691,5571,4807,5139
ccmF_1,22,24,23,330,262,331
pipB2,15,14,7,6,1,4
nhaK,519,513,569,425,318,377
yjcD_1,489,274,485,81,95,100
soxS_1,200,149,235,45,64,62
yjcC_2,75,79,80,32,25,25
ssb_1,1153,1102,1316,884,720,930
yjbR_2,633,698,627,650,480,645
dnaB_2,1479,1268,1782,1675,1529,1901
qor,1744,1458,1865,664,524,548
yjbK,663,682,705,442,339,444
lexA_2,1949,1751,2770,2146,1899,2318
sopA,25,32,13,6,5,14
ymcB_2,4,7,2,10,8,9
yjbF_2,4,7,7,14,12,22
yjaB_1,14,17,16,24,23,29
zraR_1,146,156,171,182,192,231
tufA_1,15464,12606,14944,27457,26135,30692
oxyR_1,3609,2495,7284,910,838,923
argE_1,1686,1334,1892,297,293,313
yijP,1410,1151,1850,1178,1196,1407
ypdC_2,136,126,138,54,70,78
frwB_1,21,15,21,3,7,11
ptsA_1,32,31,41,22,28,26
gldA_2,111,92,100,789,762,706
cytR_1,396,394,427,541,439,546
glpX_1,244,246,359,638,600,616
sbp_1,1262,2534,632,80,107,127
rhaS_1,10,12,16,10,8,12
yiiL,18,7,19,7,7,10
fruA_2,9,14,22,2,6,10
fruA_3,12,17,18,25,12,16
sgcX_2,36,31,42,26,15,25
manR,35,46,35,26,30,31
rbn_1,366,342,469,278,182,254
rbsK_1,46,60,42,22,26,19
yihP_1,27,21,32,21,19,14
yihP_2,18,30,14,19,16,19
yvoA_2,69,35,68,39,39,45
typA_1,9345,6820,10722,17007,16795,20925
hemN_1,1158,1059,1415,1221,1062,1231
engB,860,785,1138,1101,907,1161
rdoA,1017,889,2310,1836,1858,2218
trkH2,666,664,944,784,698,847
yigM,751,781,851,143,131,186
cof_2,734,572,880,679,578,753
rhtB_1,598,499,814,62,55,82
rhtC_2,606,520,829,135,142,169
yfnB,361,313,602,527,503,589
xerC_3,777,633,995,861,812,866
wecF,276,227,311,232,183,261
rffA,437,455,495,447,399,417
rffD,844,689,1159,1081,977,1289
rffE_2,746,568,975,1379,1305,1643
trxA_2,5014,4293,4686,3132,2795,3285
gppA_1,2358,2178,3630,2059,1907,2359
gltC,293,322,427,192,204,195
ilvG_1,2652,1509,1249,88,78,87
ilvG_2,16062,9716,8104,272,207,255
comM,112,106,84,70,59,55
yifE,807,750,837,686,567,611
pdhR_2,856,732,787,1111,898,1008
rbsK_2,318,321,314,446,455,404
rbsB_1,308,197,199,661,719,570
rbsC_1,116,68,96,124,138,142
rbsA_3,211,125,143,103,98,91
gidA,1104,933,1927,4180,3968,4748
gidB,342,322,439,559,620,868
glmU_2,2066,1562,2143,4739,4470,4920
bglH_1,8,5,9,7,7,10
bglH_2,13,12,15,12,11,12
nagB_2,35,35,32,25,23,24
purP,1428,1333,1806,884,852,999
azr,456,309,434,574,505,559
trmE_1,633,549,795,1173,1183,1621
oxaA,3034,2358,4716,12801,12570,15686
dnaA_1,4357,3855,6290,7832,6766,8587
dgoA_1,32,29,34,39,28,18
hslS,102,122,78,402,776,590
yidP_2,12,13,14,5,4,6
celF_2,45,59,62,13,16,11
aglB,14,12,11,3,0,2
betC_2,61,60,69,27,21,32
ade,157,129,137,673,515,672
yicO,17,12,16,31,19,21
setB_2,15,19,9,6,8,10
yicJ_2,50,69,79,22,26,26
yicE,446,242,712,92,138,118
spoU,264,181,377,396,457,579
ligB_1,77,89,122,56,52,62
coaBC,889,831,1035,1277,1096,1315
radC,632,533,955,1028,925,1067
kdtA,305,220,433,754,698,756
rfaQ,1626,1406,2039,1156,1030,1298
rfaG,913,890,1075,648,588,710
tagE,612,489,586,225,171,257
waaI,653,476,554,197,156,179
rfaJ,544,424,448,171,159,191
rfaL,722,551,854,411,364,479
rfaC,512,460,666,482,498,539
rfaF,1219,1041,1447,1056,970,1219
tdh_3,308,264,376,738,738,767
hyaD_2,75,89,61,61,53,72
yibP,738,553,1047,1073,1034,1250
gpmI,6604,5767,6017,6067,5818,6663
lctD,106,111,97,39,42,59
yibH_2,31,35,35,13,9,13
yibA_1,69,56,41,31,28,35
adhB,10,11,6,21,12,18
yibH_3,41,40,47,42,45,47
dmlR_4,162,108,179,118,113,143
mipA_2,5,12,9,11,5,7
siaT_1,11,14,16,10,3,8
yiaM_1,2,1,4,0,0,0
dlgD,12,13,16,8,9,8
aspC_2,1088,792,701,502,441,499
yiaH,42,46,58,48,36,34
pndA,41,26,54,383,386,631
tkrA,1453,1065,1820,616,625,710
yiaD_1,63,52,86,288,314,329
yjaB_2,115,129,133,88,59,85
eptb,731,901,2014,1249,1212,1331
dppA_1,10174,7244,6505,295,216,256
dppB_1,770,528,590,109,60,84
ldrD_1,56,57,76,47,47,51
yhjT,100,88,127,85,94,86
bscA,56,63,59,67,55,90
yhjN,66,71,114,67,51,70
yhjM,32,34,41,37,20,27
yhjK,334,296,449,535,430,507
yhjH,12,15,13,8,7,6
yhjE_2,3227,2860,2611,59,45,62
dmlR_5,54,69,63,30,34,35
gadB_2,2884,1702,4747,25058,21180,25761
gadW_2,624,313,556,2153,1759,2547
yhiE,3383,1843,3627,791,685,891
sapB_2,299,141,366,1209,903,1302
slp_2,1463,769,958,2088,1595,1669
yhiS,24,11,27,10,14,13
yhiR,742,692,973,1222,1078,1264
yhiQ,102,95,131,157,169,193
uspA1,11203,8501,8456,4140,3822,3759
macA_3,94,78,110,522,391,404
ybhF_2,90,54,72,1090,885,868
yibA_2,6,7,12,21,21,22
ybbC_2,5,7,7,4,4,8
yhhT_1,328,351,405,163,124,150
yhhK,155,108,145,199,209,207
insB1_3,76,72,107,55,47,60
hcpA_5,6,6,4,3,4,4
glpR_3,263,268,265,659,585,691
qseF,87,84,96,183,161,177
rtcB_2,70,59,65,62,60,66
gntY,4365,3953,5368,1447,1554,1774
gntX,375,335,389,478,469,512
yhgG,1450,1399,1591,119,91,122
pckA,1265,1022,1083,2318,2251,2326
yrfF,584,520,481,1349,1179,1486
mrcA_1,711,623,1039,1632,1486,1859
yrfD,84,85,103,44,37,37
rpe_2,1184,976,1154,643,633,746
php_1,30,30,39,20,19,16
pabA_1,147,144,194,239,192,230
cfxP,983,855,1267,365,308,381
fusA1,46894,44958,50340,45719,44464,53122
tufA_2,49552,48657,53726,24771,24409,27407
yheK,123,141,152,60,70,77
xcpW_1,21,22,27,15,8,12
gspH_1,13,10,15,2,6,7
pulG,16,14,16,6,8,10
gspF_1,36,36,48,22,14,23
gspE_1,35,31,34,24,41,51
pulD,72,75,84,97,76,90
outC,9,18,19,19,29,21
pinO,30,43,42,24,28,26
rpmJ_2,15543,16941,13648,9784,8923,10332
yhdL,111,100,98,30,25,39
topA_2,1270,1218,1426,967,895,1003
rimN,617,635,1040,1148,961,1198
artM_2,69,63,51,18,22,16
yecS_1,41,38,39,16,10,19
dus_3,5113,4807,6350,9614,9052,11032
yhdH_2,240,242,260,371,293,313
yhdE_2,334,289,363,255,243,303
aaeB_2,162,153,193,119,99,128
ycfR,65,66,71,494,480,511
mdh_1,1713,1606,1465,1578,1470,1373
degS_1,394,433,721,434,362,393
degQ_1,799,542,870,547,457,483
yhcB_1,2470,2431,2772,1247,1153,1228
yhcM_1,460,528,681,276,249,263
dcuC_2,67,63,91,71,59,78
nanT_2,34,39,36,64,40,47
yhcJ,34,37,41,43,58,48
gltF_1,112,95,102,76,51,81
caf1A,181,156,172,156,103,138
gltF_2,202,137,119,31,46,46
gltD_1,9819,11115,9578,417,398,392
yhbL,720,609,625,395,382,382
ptsO,212,186,301,114,84,91
yhbJ,2305,2294,2429,1123,942,1239
yhbH,2013,1755,1904,736,649,748
yhbN,1471,1254,1586,1885,1706,2190
kdsD_2,789,744,901,883,770,925
yrbF,1069,989,1361,2831,2591,3408
yrbA,366,339,392,383,389,433
ftsJ,1866,1828,2636,2571,2338,2649
deaD_1,16544,20509,37094,35917,34676,42179
limB,77,83,210,159,165,154
yhbU_2,61,42,57,799,710,814
osmY_2,574,439,556,626,553,715
lpfC,243,250,304,145,107,147
lpfB,10,8,5,4,1,7
lpfA,35,37,27,15,14,19
agaC_2,11,5,11,9,6,9
agaY,14,14,20,15,12,10
agaA,9,14,15,1,4,4
agaW,5,10,8,3,8,9
agaZ,31,44,31,10,15,13
garR_1,47,46,37,59,69,58
tdcD_1,8,8,6,396,368,401
yhaO,151,158,182,105,122,102
yhaM,102,119,153,134,137,135
allS_3,445,451,571,347,295,359
yhaH_1,13,16,15,12,17,20
yhaH_2,129,138,162,382,260,348
yqjF_1,49,43,81,213,177,227
exuT_1,211,231,324,162,126,145
afr,349,319,399,213,187,225
ygjO,220,166,294,1006,993,1169
ygjN,40,25,56,58,58,59
fadH_1,41,42,27,26,23,32
ygjI_2,6,3,9,8,7,11
air,76,76,99,31,56,45
yqjI,222,313,302,165,132,166
yqjH,620,619,789,70,66,74
gcp,382,299,424,968,865,979
dmlR_6,23,22,31,44,48,38
uppP,242,251,227,372,322,385
hldE,922,870,1195,1029,870,1035
papC_2,89,75,61,44,44,66
orf231_4,150,163,150,95,88,95
orf230_4,105,105,117,102,81,108
yqiC,981,782,935,586,552,646
ygiE,1452,1397,1774,479,386,552
gsp_2,1211,1069,2059,2272,2149,2753
icc,1328,1196,1428,1227,1056,1290
sufI,1090,972,1386,1062,939,1240
lpp_2,30,29,34,40,30,37
yghZ,200,138,136,162,172,163
clcD_1,50,53,48,8,10,5
clcD_2,44,37,42,4,10,10
clcD_3,59,48,62,13,9,7
hyb0,126,102,65,5758,5027,6132
gsp_3,2688,2734,3095,1084,863,984
glcB_2,356,263,252,385,334,393
epsC,23,30,30,39,38,54
speC_2,418,343,521,687,641,760
nupG_1,248,167,265,161,166,194
trmB,293,277,350,528,484,505
hemN_2,252,239,336,419,414,536
sprT,59,45,65,120,119,155
metK_1,1642,1830,1516,2865,2438,2755
yggG_2,216,225,225,333,300,359
tktA_1,6195,5830,6847,8527,7821,9729
adhT,22,15,22,40,23,23
glpX_2,11,23,12,16,9,16
yggD,373,368,406,275,212,277
frcK,302,265,352,214,192,213
fba,16052,14417,18471,9667,9146,10281
scpA_1,43,66,55,97,107,100
caiD_3,27,25,28,38,20,26
scpA_2,67,81,80,70,77,80
iciA,1185,966,1359,329,269,335
serA_3,16675,10707,16120,1305,1083,1260
ygfA,2145,2190,2516,909,795,1176
pepP_1,3393,3218,3527,3439,3035,3738
visC,848,786,1060,1144,968,1176
ygfY,357,350,472,721,611,709
xerD_1,368,362,471,525,449,596
lysS_2,4033,3601,4397,4523,4343,5467
ygfU,5,4,9,140,75,113
yjcD_2,43,49,53,413,235,375
ygfP,84,95,84,872,527,742
hcrA_1,193,178,218,9261,5818,8805
gltD_2,105,110,100,7740,4467,6210
ygfJ,79,67,97,442,304,380
arcC_2,108,131,142,2032,1182,1733
argE_2,38,29,39,9599,6228,8707
dpaL,47,61,54,5552,3354,4592
hcrA_2,131,124,105,2798,1775,2287
orf230_5,133,122,148,108,115,124
orf231_5,134,175,147,97,97,92
uvrY_1,5,5,5,3,2,4
kdpE_2,11,10,9,5,5,6
sicA,4,2,5,2,0,1
marT,116,84,306,118,63,126
kduD_1,68,49,42,37,33,38
cmpR,109,94,115,81,85,106
ygdR_1,147,123,113,191,199,275
ygdQ_1,473,643,799,835,679,876
nudH,1553,1349,1673,1490,1313,1627
amiC_1,374,326,557,1115,997,1246
ygdL,322,332,295,428,355,446
ygdK,249,253,308,386,385,470
csdA_2,508,527,628,1655,1605,2094
ygdR_2,221,179,180,1648,1334,1856
gcvA_1,233,203,246,178,173,172
mtfA_1,372,340,495,1046,880,1029
fucK_2,55,56,63,53,34,42
fucA_1,42,33,38,23,35,29
exo,95,65,120,206,167,198
ygdH,3359,3343,4527,2918,2617,3060
mioC_2,256,269,291,400,336,337
rumA,590,508,589,865,702,835
eno_1,40505,30923,49469,15700,15256,18474
lsrK_2,62,53,63,25,17,30
kduD_2,3,2,2,0,0,2
ygcS_2,15,11,15,19,13,24
etfB_2,14,13,12,8,4,11
ygcM,67,58,59,464,430,524
SBOV29751,34,30,39,45,34,46
SBOV29741,32,30,30,32,31,28
SBOV29721,58,46,59,29,29,35
ygbB,111,120,127,332,330,396
surE,341,321,414,488,515,657
fucA_2,27,29,42,19,19,19
garR_2,23,28,37,30,38,42
glcR_2,171,176,155,126,115,146
fhlA_1,180,138,243,665,626,792
hycB_1,125,156,101,1134,842,992
hycC_1,104,91,87,1184,889,985
hycD_1,82,73,49,1031,908,932
hycE_1,123,161,98,2246,2155,2296
hycF_1,45,40,28,806,827,880
hycG_1,42,70,38,859,805,884
hycH_1,37,35,29,305,299,321
norW_1,74,61,75,96,88,99
srlQ,99,79,117,172,149,166
srlM,35,45,49,30,29,41
ygaD,128,99,157,285,239,259
emrB_1,243,254,355,397,399,515
ynfM_2,62,67,77,102,114,139
ynfM_3,26,42,47,112,112,139
proV_1,653,407,780,3286,3082,4190
ygaW,5429,6076,7536,250,203,252
ygaU,364,283,366,362,249,265
ygaF,266,272,321,253,174,238
amyE,5,2,2,4,7,6
ykfB_2,40,37,51,21,21,12
ykfA_2,29,39,23,35,25,47
yfjG,222,202,248,386,337,367
smpA,854,879,1085,1245,1012,1186
ppnK,799,663,863,447,436,456
corE,404,434,693,378,358,369
yfiN,414,387,439,837,671,963
yfiR_1,567,555,427,710,534,668
aroF_1,321,328,477,652,587,672
yfiO,2840,2787,4132,3127,2899,3369
yfiH,714,611,1005,1213,1213,1627
citH,5522,4912,5802,4286,3239,3365
pka,501,439,450,503,398,507
rlmB_2,411,333,573,1650,1571,1724
pflB2_2,5625,7933,4612,4138,3756,3939
rhtB_2,115,149,153,119,116,134
cysL_1,174,180,327,176,146,159
deaD_2,618,550,788,2008,1855,2117
frdA_2,1227,1188,1492,136,107,140
typA_2,2477,2107,3500,6327,5538,7037
trmE_2,1111,1039,1260,3004,2671,3243
fliY_1,139,133,149,346,280,346
creC_2,331,288,348,273,261,275
zraR_2,331,239,384,397,363,428
glnK_2,564,332,741,438,400,508
mglA_1,38,48,48,25,22,34
rbsC_2,40,46,43,29,20,23
gutB_2,46,53,67,42,32,30
yqjF_2,100,81,93,82,69,72
norW_2,262,217,331,60,75,86
hcaR_2,43,41,29,11,19,17
nsrR_2,7664,6239,11253,2347,2357,2798
sufA_2,2173,2343,2985,1287,1339,1465
dnaK_2,4465,3778,5896,5719,5369,6725
pepA_2,2192,1652,1713,1597,1502,1683
ynjE_2,987,700,839,668,596,692
mrcA_2,115,131,160,143,119,142
trmE_3,1373,1367,1824,2504,2301,3026
guaC_2,1677,1218,1710,3809,3339,3932
pabA_2,4520,3835,5331,5146,4782,5811
gppA_2,1122,940,1259,679,609,819
ppk2,3260,2873,3323,1977,1671,2027
purU_2,926,532,922,303,281,334
ycdG,671,343,184,462,408,510
dnaA_2,240,138,167,209,179,206
yggG_3,1217,1234,1439,776,664,737
yhhT_2,432,538,531,314,285,262
focA_2,143,142,189,77,87,81
fhlA_2,77,114,123,72,52,78
hycH_2,13,9,18,7,12,10
hycG_2,47,46,53,46,35,47
hycF_2,40,37,48,28,37,50
hycE_2,81,70,111,53,47,88
hycD_2,12,11,9,8,4,5
hycC_2,45,59,85,26,25,32
hycB_2,11,15,13,13,19,14
acrB_2,242,299,295,491,500,665
narX_2,268,244,304,445,370,435
tktA_2,2437,2116,4534,2569,2009,2390
tal2_2,1680,1441,2666,1377,1034,1328
pta_1,1991,1608,2097,1302,1234,1241
pduV,8,17,16,20,16,16
pta_2,9,30,19,26,13,16
pduA_1,25,26,28,20,23,25
eutN_2,1,2,0,1,1,1
eutE_2,9,15,18,23,12,21
eutJ_2,2,1,2,10,10,4
mdh_2,9,12,9,3,3,8
pduA_2,41,53,46,61,41,57
rhaS_2,102,79,87,123,93,101
