Geneid,M9-5243T-5,M9-5243T-4,M9-5243T-1,TB-5243T-6,TB-5243T-5,TB-5243T-4
ydeA,295,239,287,337,305,401
marC,224,196,256,183,165,160
marR,40,94,47,159,147,175
marA,138,240,132,606,582,708
marB,89,217,88,407,424,472
eamA,626,665,700,226,160,177
ydeE,247,244,344,110,86,94
mgtS,225,272,147,1287,1366,1626
mgrR,41,68,46,139,99,143
dgcZ,257,545,354,698,622,817
ydeI,120,142,54,70,63,76
ydeJ,79,87,85,102,87,112
dcp,2414,1820,2357,1428,1295,1594
ydfG,1365,1117,1832,1240,1006,1255
ydfH,914,972,1436,1947,1657,2036
ydfZ,48,73,43,1357,1283,1283
ydfI,75,87,74,154,131,187
ydfJ,99,130,101,40,22,50
ynfT,2401,2059,2417,328,312,430
ydfK,2914,2331,2755,477,469,702
pinQ,218,215,350,247,235,305
tfaQ,36,26,39,42,32,67
ydfN,45,48,42,21,22,19
nohA,21,41,32,7,8,13
ynfO,52,104,50,21,19,25
ydfO,21,24,36,15,7,17
gnsB,275,251,377,161,133,179
ynfN,96,85,317,41,50,59
ynfR,77,60,205,34,22,44
ynfQ,455,423,1671,142,112,192
cspI,2478,2313,6891,640,659,874
rzpQ,94,76,208,26,25,47
rzoQ,0,0,0,0,0,0
rrrQ,26,28,58,54,47,89
ydfR,23,21,35,68,66,103
essQ,6,3,12,30,35,28
cspB,3346,3006,6669,6165,6346,9059
cspF,229,166,451,526,443,609
ynfS,315,255,511,471,376,530
ydfT,88,82,111,72,63,104
ydfU,39,61,62,37,30,39
rem,40,70,76,25,23,35
hokD,240,372,503,69,63,64
relE,405,583,759,105,102,121
relB,735,886,1361,179,135,215
ydfV,82,128,140,70,26,68
flxA,35,42,23,28,17,19
ydfW,8,9,5,4,2,4
ydfX,8,11,11,4,1,4
dicC,2,0,0,0,1,0
dicA,389,442,407,368,307,370
ydfA,4,7,14,11,7,25
ydfB,32,38,53,30,24,35
ydfC,30,38,57,25,16,37
dicF,4,2,3,4,5,2
dicB,0,1,3,4,4,11
ydfD,2,1,2,11,8,16
ynfP,2,8,5,3,6,2
rspB,281,790,307,45,38,36
rspA,64,159,60,28,14,22
ynfA,132,122,181,100,74,102
ynfB,1246,999,1009,2827,2720,3545
speG,1144,956,1014,3310,2961,3661
ynfC,114,130,156,136,128,140
ynfD,256,273,431,567,507,644
ynfE,303,293,363,1301,1126,1334
ynfF,147,134,161,1291,1259,1381
ynfG,47,47,74,429,458,445
ynfH,405,499,751,1023,1027,1084
dmsD,1096,1078,1834,1380,1272,1473
clcB,87,77,96,182,168,192
ynfK,512,428,334,1181,901,990
mlc,581,470,556,509,438,518
ynfL,56,45,68,59,38,48
ynfM,1053,1121,1125,434,412,445
asr,47,46,33,58,51,76
ydgU,1,5,4,7,4,4
ydgD,288,299,402,384,368,482
mdtI,84,61,250,1473,1377,1830
mdtJ,145,92,361,2535,2487,3312
tqsA,132,182,215,530,443,521
pntB,3191,2751,4063,1927,1716,1919
pntA,3229,2210,3638,2242,1873,2086
ydgH,2719,2186,4138,2351,1971,2381
ydgI,245,210,451,1109,1086,1261
folM,504,392,603,506,416,536
ydgC,307,261,333,93,96,110
rstA,1311,1183,1052,2936,2754,3485
rstB,1079,973,993,2093,1762,2184
tus,320,254,382,299,273,342
fumC,389,453,501,314,315,316
fumA,998,717,772,572,535,564
manA,2346,2035,2013,3839,3588,4572
ydgA,4596,3611,4955,9667,8184,10485
uidC,13,9,15,14,14,16
uidB,60,75,84,32,35,37
uidA,126,162,202,91,73,79
uidR,558,510,592,463,383,476
hdhA,562,433,651,1273,954,1064
malI,160,156,323,204,211,218
malX,598,597,827,303,237,328
malY,600,584,628,218,191,258
add,2116,1823,2406,2664,2499,2988
ydgJ,3478,2538,3710,2150,1904,2411
blr,54,57,56,212,156,161
cnu,294,203,320,1052,977,1136
ydgK,617,618,862,2403,2047,2577
rsxA,352,332,541,680,594,725
rsxB,217,169,253,707,593,814
rsxC,850,597,1028,1903,2159,3225
rsxD,307,172,365,261,257,371
rsxG,116,108,180,102,105,97
rsxE,197,147,272,154,118,161
nth,187,183,267,126,130,146
dtpA,1727,2445,3841,1911,1550,1987
gstA,588,538,495,620,453,486
pdxY,1220,1093,1803,1757,1554,1907
tyrS,4896,4710,6608,7215,6420,7398
pdxH,1225,948,1755,2015,1716,2045
mliC,183,254,171,389,319,430
anmK,860,822,1021,818,693,902
slyB,3765,2722,3312,18039,16982,19239
slyA,3016,3159,3949,3335,3126,3904
ydhI,133,119,183,824,741,879
ydhJ,68,73,89,593,581,683
ydhK,229,281,372,442,464,579
sodC,1286,1094,1867,686,451,577
ydhF,904,693,1024,617,516,606
ydhL,43,38,51,22,16,20
nemR,101,171,100,423,436,559
nemA,511,556,446,1638,1435,1970
gloA,409,344,542,1027,898,1208
rnt,718,679,1082,2242,2062,2782
lhr,1000,1171,1175,643,601,712
grxD,1020,1127,1107,1273,1146,1243
mepH,114,105,117,218,162,197
sodB,443,429,513,29284,24299,30837
ydhP,476,394,658,874,735,869
ynhF,221,215,281,273,218,268
purR,1306,1046,2017,2573,2225,2798
ydhB,90,72,89,134,119,160
ydhC,211,246,200,20358,14058,20477
cfa,10502,8382,8962,12411,9593,11772
ribC,1358,1118,1489,1369,1168,1429
mdtK,1681,1519,1979,3698,3408,3932
ydhQ,628,631,787,901,649,786
valV,7,3,7,7,5,10
valW,28,30,41,80,72,87
ydhR,331,276,240,799,634,749
ydhS,224,228,189,253,188,246
ydhT,56,43,53,91,51,82
ydhU,37,42,46,32,27,33
ydhX,79,42,73,51,47,64
ydhW,24,36,42,49,46,50
ydhV,24,26,35,203,164,180
ydhY,5,1,4,145,118,142
fumD,30,39,32,45,24,30
pykF,10300,9063,17920,25076,22271,27829
lpp,41465,39736,39704,52890,47277,58314
ldtE,1703,1613,2199,1609,1175,1475
sufE,1768,1700,3676,1049,838,1225
sufS,5605,5056,11744,3279,2634,3994
sufD,6455,5984,12836,4306,3416,4788
sufC,3753,3269,6879,2349,1749,2264
sufB,9668,8232,17202,3784,2866,3716
sufA,1045,973,1893,396,319,380
rydB,264,278,405,61,57,78
ydiH,17484,18952,25318,2715,2627,2994
menI,132,130,139,51,55,65
ydiJ,1635,1458,2420,808,692,904
ydiK,1152,1164,2014,902,757,780
rprA,1,5,9,11,6,12
ydiL,10,12,9,29,14,21
ydiM,14,13,15,19,12,22
ydiN,1,9,7,20,17,22
ydiB,91,67,103,50,37,48
aroD,503,423,705,210,159,181
ydiF,9,9,4,5,5,12
ydiO,21,21,28,20,15,13
ydiP,55,50,46,50,31,41
ydiQ,22,27,30,16,18,16
ydiR,41,32,37,25,27,28
ydiS,61,53,70,30,18,32
ydiT,15,18,14,16,4,8
fadK,112,113,115,50,33,68
ppsA,2417,1790,2398,1321,1401,1285
ppsR,351,289,237,233,193,204
aroH,1389,1108,2944,1761,1601,1994
ydiE,422,341,618,68,72,90
ydiU,5210,4375,9473,457,395,498
ydiV,150,193,177,722,634,724
nlpC,391,404,545,511,379,476
btuD,488,404,643,726,587,659
btuE,664,484,762,627,486,558
btuC,243,227,367,476,379,470
ihfA,1319,1371,2135,1647,1409,1636
pheT,5112,5226,6062,11890,11529,14021
pheS,1874,1583,2345,7234,6845,8780
pheM,306,228,265,188,104,207
rplT,56197,65948,66036,38349,36193,43012
rpmI,43609,48249,49056,27906,26781,32926
infC,40802,47277,48290,35753,33226,39566
thrS,46236,44024,55932,62448,53957,68262
yniD,28,19,34,14,17,19
ydiY,260,204,326,554,432,601
pfkB,711,664,1236,1490,1349,1471
ydiZ,566,498,882,451,361,411
yniA,1039,951,1645,1111,989,1104
yniB,975,1019,1360,726,613,782
hxpB,298,312,400,372,252,377
ydjM,49,49,57,136,121,139
tcyP,2269,3300,1787,1231,1073,1153
ydjO,49,44,22,5,6,10
cedA,63,75,110,145,136,126
katE,2309,1699,3012,1599,1327,1642
chbG,333,383,391,145,119,160
chbF,69,77,79,63,61,66
chbR,251,264,252,200,206,236
chbA,27,22,32,48,36,43
chbC,93,82,84,201,169,226
chbB,329,277,382,323,335,371
osmE,425,301,414,2717,1776,2454
nadE,3612,2784,3865,1362,1107,1397
cho,468,580,668,415,357,392
ves,61,81,78,66,55,74
spy,481,1712,281,830,713,947
astE,29,62,51,18,33,20
astB,138,176,178,101,75,96
astD,72,113,84,56,43,81
astA,27,50,45,74,95,98
astC,73,74,77,157,175,216
xthA,388,283,399,840,772,909
ydjX,104,119,121,320,283,334
ydjY,9,19,19,137,157,140
ydjZ,83,100,146,330,259,286
ynjA,72,84,103,98,91,102
ynjB,258,207,308,324,311,375
ynjC,160,143,226,205,166,191
ynjD,78,77,118,69,76,58
ynjE,112,103,170,453,412,456
ynjF,123,130,188,158,110,115
nudG,93,109,128,91,82,103
ynjH,92,88,116,66,63,74
gdhA,12131,9768,9429,1217,1039,1273
ynjI,747,594,636,148,133,147
topB,2254,2028,2800,5537,4919,5810
selD,2185,1872,1981,3283,2943,3330
ydjA,1621,1263,1545,1771,1532,1583
sppA,1043,744,1315,1410,1230,1582
ansA,663,482,1052,1371,1202,1474
pncA,262,212,357,396,310,423
ydjE,37,27,37,33,30,43
ydjF,52,62,45,27,31,40
ydjG,35,63,42,29,27,29
ydjH,16,11,11,18,13,24
ydjI,6,7,6,6,3,10
ydjJ,7,8,16,8,13,18
ydjK,7,8,15,11,16,15
ydjL,18,15,26,28,14,19
yeaC,318,286,267,328,259,244
msrB,699,467,507,533,452,432
gapA,78077,55205,105789,89478,85151,100203
yeaD,627,420,828,908,834,855
yeaE,387,326,680,285,314,309
mipA,409,287,552,2034,1854,2069
yeaG,9372,8013,13048,4485,2942,4060
yeaH,3580,3047,6404,1529,952,1360
cdgI,20,27,18,168,159,221
dgcJ,186,199,241,518,492,546
yeaK,538,548,491,863,756,877
yoaI,53,62,39,81,67,85
yeaL,281,334,483,404,389,456
nimR,146,143,175,100,96,115
nimT,69,76,105,197,192,209
yeaO,483,510,485,612,532,610
yoaF,223,215,275,238,212,249
dgcP,1043,860,1419,590,463,587
yoaK,110,89,118,121,70,123
yoaJ,27,24,22,19,24,25
yeaQ,120,96,138,424,327,404
yoaG,32,24,19,45,44,49
yeaR,12,16,9,22,29,27
leuE,141,144,124,412,306,329
dmlR,82,64,72,32,20,19
dmlA,161,191,111,216,161,185
yeaV,22,10,17,15,9,12
yeaW,23,24,16,20,14,22
yeaX,49,41,49,34,30,45
rnd,1619,1348,2636,1937,1733,2400
fadD,179,212,212,954,877,1221
yeaY,239,425,320,909,812,993
tsaB,216,171,318,966,936,1028
yoaA,662,617,1083,929,886,1102
yoaB,641,467,672,691,728,848
yoaC,250,227,325,269,226,276
yoaH,79,86,92,92,83,86
pabB,666,641,754,953,831,989
nudL,231,241,244,269,215,319
sdaA,1255,1240,2072,9962,9068,11260
pdeD,113,111,170,132,135,181
yoaE,906,1336,2834,483,433,446
yoaL,130,184,426,61,48,30
manX,1573,1285,1641,2221,1861,2144
manY,3301,2787,3660,4009,3444,3842
manZ,1316,1160,1530,1837,1461,1509
yobD,126,117,171,232,223,261
mntP,26,21,49,177,174,197
rlmA,286,304,500,663,607,701
cspC,8368,7229,6291,3009,2709,3058
yobF,10281,7949,7687,3411,3200,3685
yebO,2092,1837,1835,4306,3891,4951
mgrB,570,398,474,2149,1984,2500
yobH,121,109,136,204,167,225
kdgR,433,341,333,746,641,796
yebQ,201,208,286,542,497,591
htpX,1611,2448,2771,3357,3435,4101
prc,6258,4876,8137,11701,10602,13705
proQ,1687,1699,2186,3927,3521,4103
msrC,2081,1603,2192,1840,1627,1913
yebS,540,506,632,555,457,568
yebT,401,369,511,788,702,843
rsmF,194,193,265,698,659,750
yebV,3141,3627,4148,859,751,999
yebW,169,166,161,71,48,92
pphA,288,302,319,186,162,192
ryeA,345,326,236,91,79,82
sdsR,0,0,0,0,0,0
yebY,387,291,478,586,499,619
yebZ,1350,1002,1764,1642,1406,1828
yobA,1659,1342,2068,1863,1732,2198
holE,476,308,530,1285,1155,1407
yobB,62,98,92,74,80,89
exoX,667,719,793,298,297,337
ptrB,653,779,970,831,796,1041
yebE,476,1440,829,665,597,791
yebF,677,698,754,640,542,610
yebG,555,644,652,450,396,466
purT,482,270,358,162,157,189
eda,1280,1027,1389,1351,1271,1361
edd,531,434,608,645,678,758
zwf,7428,6748,9031,4273,3789,4523
yebK,700,704,836,434,385,463
pykA,6317,4850,7595,8979,8644,9555
lpxM,274,247,396,677,735,901
mepM,616,765,1780,4541,4076,5168
znuA,874,1155,2496,8576,7710,9807
znuC,708,707,739,1327,1016,1132
znuB,481,441,536,966,838,821
ruvB,2122,2146,2605,1811,1511,1834
ruvA,1089,1231,1329,992,874,1065
yobI,1,7,2,5,2,5
yebB,21,16,19,24,17,30
ruvC,1580,1436,2183,2080,1999,2549
yebC,1938,1962,2488,2788,2773,3120
nudB,1048,1107,1231,1429,1248,1696
aspS,6734,7164,8414,12780,11410,13608
yecD,365,322,434,495,439,555
yecE,119,127,181,198,194,217
yecN,666,690,850,589,490,565
cmoA,684,658,908,1509,1348,1647
cmoB,311,354,377,701,610,758
torZ,95,112,104,110,107,110
torY,38,81,20,70,43,54
micL,5,11,6,1,3,2
cutC,1884,3181,2271,981,848,960
yecM,444,443,539,228,219,236
argS,1876,1620,2504,5063,4475,5262
yecT,83,68,69,74,82,105
flhE,14,11,14,18,11,13
flhA,207,232,253,57,55,70
flhB,28,32,46,24,14,13
cheZ,89,95,103,52,58,46
cheY,25,30,14,9,11,8
cheB,46,29,48,49,36,37
cheR,37,32,32,25,18,29
tap,16,15,21,6,8,10
tar,36,32,34,12,15,14
cheW,36,19,44,21,12,18
cheA,79,60,88,57,68,66
motB,22,21,33,21,16,27
motA,14,24,34,24,24,25
flhC,127,125,144,123,71,99
flhD,160,125,145,119,89,166
insB-5,58,58,90,58,47,65
insA-5,38,36,57,68,52,77
uspC,324,290,241,221,207,262
otsA,2488,2443,3161,2729,2084,2824
otsB,2410,2278,2793,1998,1540,2059
araH,250,253,315,105,100,119
araG,244,279,376,144,131,156
araF,56,48,64,121,97,126
ftnB,485,530,610,1134,1031,1188
yecJ,350,233,391,581,544,658
azuC,43,25,32,58,32,53
yecR,26,38,21,62,57,69
ftnA,77,51,46,5132,4708,5662
yecH,86,102,40,898,716,925
tyrP,374,365,427,1121,952,1143
yecA,2275,2300,2508,1573,1273,1537
leuZ,237,262,461,207,133,196
cysT,116,114,291,132,72,116
glyW,292,288,745,401,301,386
pgsA,957,950,1275,982,856,1037
uvrC,4343,4059,7037,6115,5441,6844
uvrY,1425,1438,2024,1198,994,1194
yecU,10,7,15,18,17,9
yecF,45,46,117,335,255,336
sdiA,436,448,611,265,244,302
sdsN,62,67,54,27,24,33
tcyN,318,391,354,223,204,260
tcyL,444,483,386,282,294,295
dcyD,560,533,454,376,275,372
tcyJ,1981,2194,1361,422,360,403
fliZ,102,84,106,35,15,35
fliA,33,41,37,21,18,12
fliC,946,1069,1175,295,282,341
fliD,126,129,126,145,121,175
fliS,30,30,37,46,27,41
fliT,25,27,41,30,23,42
amyA,1427,1282,2072,1227,947,1217
yedD,280,288,397,369,360,400
yedE,213,241,499,559,535,558
yedF,57,50,121,86,77,116
yedK,43,40,49,32,32,46
yedL,62,83,44,17,21,20
fliE,23,18,47,32,22,35
fliF,35,27,43,15,13,20
fliG,98,108,141,41,50,42
fliH,29,26,50,23,13,18
fliI,19,33,54,21,19,42
fliJ,8,7,14,11,4,5
fliK,76,59,88,40,26,43
fliL,21,33,48,17,16,22
fliM,61,59,84,25,31,29
fliN,8,12,14,4,4,8
fliO,8,12,21,6,5,12
fliP,13,14,17,15,5,10
fliQ,12,16,23,9,7,9
fliR,76,60,55,38,37,44
rcsA,167,120,116,120,129,184
dsrB,238,184,237,154,129,140
yodD,189,205,293,112,86,110
dsrA,29,10,20,1,4,4
yedP,683,630,730,260,145,195
dgcQ,469,496,735,456,311,421
yodC,142,131,160,97,79,90
yedI,440,450,712,225,198,201
yedA,392,340,610,392,368,461
vsr,185,156,221,222,180,224
dcm,985,755,1177,1491,1209,1559
yedJ,1259,1088,1492,968,806,993
yedR,186,242,194,180,141,169
rseX,0,2,0,0,2,2
hchA,464,451,666,4847,3633,4835
hprS,210,142,150,131,143,153
hprR,147,109,95,75,93,96
yedX,52,38,24,375,426,415
msrP,244,235,201,449,461,567
msrQ,83,92,90,172,163,182
zinT,24,17,14,238,254,323
yodB,66,51,70,67,74,88
serU,82,84,72,32,20,20
mtfA,631,500,525,134,120,157
asnT,39,52,29,23,14,22
yeeJ,993,1023,1206,535,476,563
shiA,4842,4832,5676,411,333,352
amn,3925,3072,4028,1968,1671,1996
yeeN,1441,1030,1708,2722,2452,2995
asnW,3,8,13,15,8,20
yeeO,622,641,811,288,220,307
asnU,45,46,65,26,21,27
cbl,517,708,407,426,441,540
nac,183,235,160,343,330,399
asnV,5,8,11,22,9,11
ldtA,397,356,462,630,500,727
cobT,648,537,768,474,410,501
cobS,419,439,590,288,235,289
cobU,422,418,598,237,196,221
insH-6,426,425,484,465,394,527
insD-3,169,171,166,99,73,93
insC-3,131,120,125,100,89,103
isrC,72,68,95,54,43,62
flu,2268,2986,2996,5324,5232,4878
yeeR,362,394,488,374,387,481
yeeS,34,35,48,28,26,38
yeeT,8,10,5,20,12,6
cbeA,24,24,33,27,27,22
cbtA,28,16,27,27,24,20
yeeW,55,67,71,28,30,39
yoeF,270,177,317,192,186,201
yeeX,7666,6483,7264,2579,2206,2540
yeeA,712,692,920,629,513,684
sbmC,605,599,557,522,426,515
dacD,312,306,385,386,369,457
sbcB,1710,1633,1738,1622,1524,1713
yeeD,296,453,243,169,165,238
yeeE,1154,1605,869,470,496,642
plaP,240,186,329,3532,3326,3933
yoeI,53,37,57,583,591,712
yeeY,538,508,542,296,276,304
yeeZ,3473,3577,3642,2842,2477,2898
yoeB,464,541,540,226,230,216
yefM,586,767,733,307,261,304
hisL,17,26,29,1,2,11
hisG,6497,11228,6542,1026,918,1059
hisD,8030,14341,8128,1331,1216,1503
hisC,7171,12349,6821,1063,1075,1352
hisB,5790,10484,5588,1099,980,1224
hisH,2500,4498,2418,393,346,490
hisA,1704,3444,1793,351,307,300
hisF,3390,5261,2978,589,478,570
hisI,2605,3727,2266,640,568,702
wzzB,1930,1800,2569,4525,3862,5021
ugd,503,378,427,323,318,307
gnd,16413,12530,17870,8855,8463,9117
insH-7,946,897,902,733,696,699
wbbK,1767,1628,1443,872,939,999
wbbJ,865,882,821,551,513,534
wbbI,3232,3011,2804,1743,1675,1830
wbbH,1742,1632,1511,641,588,637
glf,3955,3764,3982,1681,1603,1770
rfbX,2494,2453,2452,1492,1347,1698
rfbC,933,875,826,632,608,895
rfbA,3206,2603,2840,2656,2686,3895
rfbD,1462,1418,1722,2740,2440,3476
rfbB,2497,2313,2620,4981,4476,6082
galF,4451,3502,4601,8698,7106,8281
wcaM,221,220,245,138,120,177
wcaL,144,150,193,85,89,103
wcaK,87,83,89,66,66,56
wzxC,33,41,50,24,24,30
wcaJ,33,44,34,28,24,30
cpsG,26,20,18,20,21,16
cpsB,34,37,34,13,14,19
wcaI,44,52,36,11,25,20
gmm,8,6,11,8,1,10
fcl,30,57,44,20,27,29
gmd,61,71,49,34,35,37
wcaF,3,7,4,3,4,5
wcaE,5,9,9,4,4,7
wcaD,20,25,19,9,13,11
wcaC,28,50,33,12,20,24
wcaB,18,32,29,11,7,8
wcaA,18,33,11,11,16,14
wzc,30,33,42,14,9,21
wzb,3,3,5,3,1,2
wza,18,21,16,22,26,30
yegH,681,701,940,1680,1390,1765
asmA,1693,1408,2497,2342,2083,2509
dcd,1096,1041,1714,2027,1753,2092
udk,1075,864,1535,3407,2938,3672
dgcE,581,475,608,534,404,485
alkA,522,481,660,209,169,191
yegD,205,202,352,851,805,978
yegI,77,89,97,130,110,144
yegJ,17,20,12,14,10,15
pphC,7,12,19,6,7,14
yegL,61,75,94,46,26,27
sibA,274,234,360,22,22,28
ibsA,0,0,0,0,0,0
sibB,63,70,58,11,11,12
ibsB,0,0,0,0,0,0
mdtA,61,82,97,125,105,124
mdtB,439,386,508,634,556,802
mdtC,277,299,403,229,206,223
mdtD,92,131,157,105,75,89
baeS,170,195,225,111,103,91
baeR,873,839,1095,589,497,642
yegP,128,132,200,458,324,386
yegQ,937,959,1228,4658,4353,5409
cyaR,65,92,106,259,261,380
ogrK,22,17,29,37,39,38
yegR,19,17,10,19,12,13
yegS,212,166,275,408,338,427
insE-5,88,89,84,61,42,71
insF-5,371,352,414,759,479,621
gatD,6784,6185,7819,16151,11459,13012
gatB,2570,1866,2944,8722,6337,7022
gatA,11228,7578,11923,27742,20746,24144
gatZ,31337,23055,32001,57756,44775,50837
gatY,12303,9071,11659,15689,12478,13913
fbaB,3995,2962,7578,3447,2614,2907
yegT,119,105,158,114,99,108
yegU,95,81,112,66,48,70
yegV,94,74,123,83,76,81
yegW,312,263,390,416,366,405
yegX,87,100,83,96,92,108
thiD,109,123,150,249,208,254
thiM,80,110,123,353,313,349
rcnR,96,68,91,162,138,191
rcnA,68,83,91,118,107,151
rcnB,176,147,128,532,474,576
yehA,8,8,4,20,9,12
yehB,10,10,13,56,33,37
yehC,5,3,1,52,34,62
yehD,107,88,125,146,153,147
yehE,106,100,104,42,35,69
mrp,3733,3446,4950,5595,5003,6121
metG,2561,2342,3454,3547,3193,4118
yehF,22,32,22,25,19,23
yehI,129,135,164,56,55,65
yehK,1,1,4,1,1,0
yehL,11,14,17,34,38,53
yehM,163,183,206,72,71,94
yehP,46,27,54,21,20,28
yehQ,97,90,116,68,61,57
yehR,88,69,80,137,135,141
yehS,316,327,423,940,783,932
btsR,58,57,60,138,97,117
btsS,106,73,96,190,177,218
mlrA,234,168,286,52,56,66
yohO,93,82,90,56,55,60
yehW,353,258,314,191,182,226
yehX,37,41,53,104,83,78
yehY,131,106,225,478,334,466
osmF,112,90,145,230,155,217
bglX,1056,995,1404,2221,1998,2327
dld,12400,10584,16304,3430,3244,3868
pbpG,1494,1346,1933,1242,1141,1331
yohC,1503,1681,2779,93,80,100
yohD,406,393,563,203,177,197
yohF,177,196,247,108,89,93
yohP,707,609,711,101,78,93
dusC,44,51,70,111,91,126
yohJ,954,1217,679,3993,3384,4192
yohK,835,920,617,3377,2785,3428
cdd,1826,1913,1455,7256,5824,6880
sanA,176,143,216,355,234,345
yeiS,75,77,77,162,124,160
preT,110,98,99,1448,1155,1277
preA,42,61,59,947,705,748
mglC,38,51,38,55,42,56
mglA,21,26,26,19,22,20
mglB,137,94,28,44,69,47
galS,297,219,152,151,145,207
yeiB,1153,962,1157,495,480,534
folE,12026,9351,9171,3295,3024,3927
yeiG,2609,1905,2537,1474,1276,1621
cirA,3979,2188,4216,223,190,247
lysP,2086,1568,3156,3432,3145,3796
yeiE,783,637,1594,845,708,754
yeiH,786,654,1016,1015,794,866
nfo,1108,959,1355,1021,910,1070
yeiI,676,574,888,723,627,696
nupX,12,22,29,19,14,12
rihB,14,10,18,7,12,13
yeiL,40,22,26,19,22,28
psuT,68,93,98,20,21,24
psuG,2,5,3,1,5,4
psuK,1,0,1,3,2,2
fruA,1332,1051,1805,418,319,369
fruK,1630,1228,1802,576,465,590
fruB,953,681,1166,443,346,441
setB,57,68,103,255,241,265
yeiW,70,53,160,176,132,171
yeiP,686,401,763,2134,2047,2395
yeiQ,110,100,166,1634,1080,1127
yeiR,117,74,131,245,202,199
lpxT,101,88,133,1597,1600,2023
mepS,2891,1946,4524,5478,4745,5923
pdeN,383,313,643,596,492,626
yejA,409,320,494,311,256,284
yejB,246,226,313,434,335,369
yejE,270,266,379,388,291,477
yejF,1039,1161,1076,832,794,959
yejG,960,995,1145,1107,1048,1128
bcr,823,616,1180,1753,1788,2057
rsuA,1228,913,1716,4069,3556,4296
radD,264,251,376,380,334,438
rplY,4149,4267,5160,14448,13335,15684
yejK,935,653,1082,1189,1093,1369
yejL,437,393,647,803,732,829
yejM,2732,2398,4888,3780,3382,4580
proL,6,15,14,9,8,8
insH-8,562,514,601,564,493,602
narP,148,163,180,620,606,673
ccmH,56,82,89,198,176,178
ccmG,39,27,42,97,79,115
ccmF,75,60,89,201,153,188
ccmE,37,46,37,89,103,90
ccmD,23,22,28,98,104,84
ccmC,56,52,78,313,234,292
ccmB,52,54,82,132,104,140
ccmA,64,75,81,94,80,104
napC,109,132,140,239,220,258
napB,15,13,23,104,85,105
napH,20,16,34,150,157,195
napG,30,15,25,146,148,238
napA,59,57,75,1550,1584,1849
napD,1,2,5,224,178,185
napF,25,20,32,1125,897,875
yojO,10,14,10,9,5,5
eco,399,369,517,926,738,947
mqo,1610,1218,1682,404,390,427
yojI,423,344,628,187,165,235
alkB,59,55,69,74,64,88
ada,290,289,416,444,404,512
ftp,99,67,109,771,723,972
ompC,24561,12357,26718,140547,128905,146854
micF,0,7,7,7,11,25
rcsD,2302,2032,2739,3190,2786,3567
rcsB,5386,4242,5670,5021,4617,5919
rcsC,710,610,830,1212,985,1351
atoS,133,165,114,115,113,157
atoC,72,66,68,88,73,70
atoD,22,23,17,10,12,16
atoA,0,3,7,1,2,3
atoE,39,41,49,22,23,21
atoB,40,37,39,13,7,10
yfaP,19,33,26,15,8,11
yfaQ,83,111,119,56,43,45
yfaT,31,30,34,14,33,30
yfaA,96,118,125,153,172,210
gyrA,13332,11189,16490,27192,24877,30936
ubiG,623,558,776,808,647,810
yfaL,470,501,667,316,285,355
ypaB,5,2,3,0,1,2
nrdA,4479,2913,3317,4387,4169,5119
nrdB,3605,2342,2166,2487,2847,3934
yfaE,90,53,77,88,85,134
inaA,312,247,277,468,430,506
glpQ,349,391,401,839,760,727
glpT,62,27,35,1272,1264,1089
glpA,26,22,8,2878,2373,2538
glpB,20,20,21,4964,3949,3891
glpC,90,85,114,13794,11176,11233
rpnE,131,125,157,448,377,465
yfaU,124,131,141,91,88,83
yfaV,100,85,113,19,34,38
rhmD,10,10,18,27,20,23
yfaX,32,29,51,8,11,13
yfaY,761,772,964,491,368,467
yfaZ,29,31,32,67,72,95
nudI,32,22,40,135,93,113
ais,18,9,13,51,30,39
arnB,169,137,126,347,219,284
arnC,57,41,38,201,145,222
arnA,384,373,434,373,366,528
arnD,104,84,134,108,72,82
arnT,88,66,109,77,55,76
arnE,13,24,22,34,36,56
arnF,188,149,168,588,528,678
pmrD,34,30,22,71,74,87
menE,261,234,434,397,406,424
menC,297,250,410,454,455,488
menB,1062,732,1206,1770,1743,1982
menH,169,164,257,551,536,689
menD,274,264,434,1463,1396,1728
menF,500,440,740,1096,818,1081
elaB,946,796,1289,785,685,693
elaA,263,236,270,130,112,119
rbn,193,165,243,340,306,344
elaD,17,15,19,17,22,21
yfbK,165,212,233,51,39,44
yfbL,13,16,20,3,9,13
yfbM,36,34,24,15,17,24
yfbN,9,4,11,6,5,5
yfbO,25,16,24,15,9,17
yfbP,81,57,69,73,73,72
nuoN,1620,1499,1478,3594,3137,3293
nuoM,656,520,423,1662,1608,1555
nuoL,829,735,568,2224,2065,2143
nuoK,356,295,225,1079,1009,1025
nuoJ,281,294,181,935,884,917
nuoI,393,432,264,1781,1801,1783
nuoH,467,512,343,2278,2157,2377
nuoG,1527,1622,1306,8927,7969,9033
nuoF,218,267,202,2140,1871,2203
nuoE,344,343,320,3172,3333,4199
nuoC,1407,1082,1304,20449,19050,22930
nuoB,770,534,623,10728,9176,10553
nuoA,735,634,660,9229,8168,8869
lrhA,1310,1554,1558,2642,2307,2736
alaA,523,510,593,557,471,562
yfbR,303,236,291,221,205,191
yfbS,222,233,254,537,459,491
hxpA,1116,916,957,549,495,536
yfbU,3052,2134,2773,1466,1175,1535
yfbV,2500,2776,3410,1624,1433,1756
ackA,11526,9363,13071,19900,19156,22716
