Geneid,M9-41T-3,M9-41T-4,M9-41T-5,TB-41T-4,TB-41T-5,TB-41T-6
mglA_1,42,38,32,23,18,29
rbsC_2,59,50,27,27,38,29
gutB_2,78,56,61,35,45,37
yqjF_2,165,188,86,26,29,28
norW_2,255,235,220,60,78,54
hcaR_2,43,241,134,10,15,17
nsrR_2,11120,6356,8883,1473,1719,2016
sufA_2,2409,2301,1535,1271,1557,1576
dnaK_2,4906,4121,4185,9384,11855,11467
pepA_2,2173,3590,2257,3139,3538,3341
ynjE_2,898,2467,1330,651,906,862
mrcA_2,127,126,117,122,143,141
trmE_3,2146,1442,1924,4484,4888,4592
guaC_2,4126,1341,3447,1813,2186,2111
pabA_2,7621,4434,7558,4770,5698,5397
gppA_2,1383,1114,1418,493,603,540
ppk2,3289,3158,3257,1585,1792,1756
purU_2,1814,546,1410,243,290,277
ycdG,1337,451,1623,182,207,224
dnaA_2,384,143,371,154,157,181
yggG_3,1499,1083,1574,688,736,696
yhhT_2,535,470,503,217,258,254
focA_2,176,145,191,57,72,60
fhlA_2,134,105,112,70,82,73
hycH_2,5,13,11,1,14,3
hycG_2,49,60,52,32,53,40
hycF_2,37,39,29,23,35,31
hycE_2,80,81,82,77,68,59
hycD_2,13,10,3,9,8,7
hycC_2,64,43,70,16,22,24
hycB_2,19,9,19,4,6,17
acrB_2,260,331,308,388,494,502
narX_2,229,434,168,313,363,389
tktA_2,4348,3599,1902,349,395,397
tal2_2,2464,2166,1145,205,255,252
pta_1,3404,2988,3848,1189,1432,1373
pduV,16,32,15,17,17,20
pta_2,13,25,21,36,58,39
pduA_1,28,40,44,31,31,32
eutN_2,1,0,2,3,4,1
eutE_2,22,10,18,34,35,29
eutJ_2,6,6,9,6,11,7
mdh_2,26,12,11,8,12,9
pduA_2,46,56,52,35,42,34
rhaS_2,108,91,123,76,76,76
amiC_2,718,477,612,513,604,611
sbp_2,122,4660,469,27,46,56
modB_2,42,1440,142,11,21,12
modB_3,59,1260,168,23,23,18
fbpC_2,114,2243,365,46,39,59
nagE_2,6978,6393,7985,3322,3775,3913
ptsA_2,18897,11610,23000,10521,11186,11029
fruB_1,6653,3620,7693,3694,3622,3514
ligB_2,594,503,549,1001,1180,1123
ybhD_2,133,85,121,29,44,36
nupG_2,67,76,46,24,22,31
hcaR_3,185,206,170,50,54,69
yadB_2,3257,2381,3384,4479,4652,4762
gmr_2,563,266,498,409,496,511
E873_3,92,63,86,43,80,67
insL_3,662,518,603,754,1243,1183
psuT_1,1031,562,1096,415,462,471
frwB_2,9,7,9,9,8,8
fruA_4,27,33,27,25,20,19
pepP_2,20,14,15,14,14,12
sgcX_3,26,26,23,20,24,19
ptsA_3,118,98,119,79,113,100
ilvI_2,24,31,24,18,20,12
emrB_2,29,9,18,18,22,12
gcvA_2,30,46,31,7,8,19
intS_4,132,90,106,58,76,76
yfbT,1046,1365,1332,431,542,423
yfbE,166,289,116,34,53,40
rhmR,38,47,46,11,10,14
yfaW,19,21,23,15,22,30
rhmA,120,100,138,47,55,58
ypaA,104,78,93,31,23,22
ascD,117,79,122,84,90,103
apbE,228,97,142,455,568,585
ndpA,1432,734,1444,903,982,1000
bcr_2,1270,841,1123,1523,1582,1748
gsiA_3,1347,1121,1352,577,778,756
appA_2,468,387,397,221,221,229
rtn,771,257,621,302,378,432
spr,5833,1563,4638,3452,3656,4026
yeiU,231,98,214,1502,1810,1778
yjiA_2,249,109,282,124,145,182
setB_3,152,54,122,161,175,161
fruB_2,2653,659,5733,1085,980,863
fruA_5,3223,1080,6247,905,996,848
yeiC,3,5,10,7,3,1
yeiN,2,7,6,4,3,4
psuT_2,104,88,89,22,29,29
psuT_3,29,22,16,12,10,18
cysL_2,654,418,509,164,271,245
cirA_1,15843,3272,14618,179,305,321
mglA_2,47,250,102,42,57,68
yeiA,47,123,80,725,933,749
yohK_2,903,3705,620,4367,4496,4851
yohI,93,46,70,52,85,76
mdtP_2,20,8,24,11,10,12
fabG_2,259,280,172,42,49,63
mlrA_2,444,264,285,21,31,33
yehU,171,213,238,265,404,338
yehT,92,75,117,129,140,132
htrE_2,8,10,9,7,18,24
iolC_2,137,93,125,81,103,97
gatY_3,10087,17265,19980,16801,20472,17749
gatB_2,1715,976,4298,5367,4568,4820
gatC_2,5648,2848,13697,15255,13731,13696
gatR_1,220,143,434,357,307,280
gatR_2,10,9,5,4,7,10
yhbU_3,768,861,747,2590,3051,3344
yegM,119,82,72,99,78,88
yegK,15,5,15,6,3,10
dnaK_3,415,156,261,350,454,481
gmr_3,904,882,810,303,352,354
wzb_2,11,13,14,5,18,6
wzc_2,43,62,93,44,58,36
nudD,23,14,27,6,9,7
manC,62,73,81,20,25,14
algC,45,64,67,12,13,17
rmlB,2320,2264,2315,3232,3511,3690
rmlD,1675,1607,1713,2386,2534,2680
rmlC,882,1210,806,1222,1338,1426
nodL,881,1207,894,807,848,896
wbbL_1,1158,1998,1132,855,850,850
wbbL_2,806,1440,699,551,522,575
wzz,3312,1669,2832,2595,2566,2899
allS_4,444,920,467,220,293,266
plaP_2,638,233,637,2057,2228,2375
yeeW_2,75,50,39,26,28,35
yeeV_2,11,18,14,14,21,27
yeeU_4,24,21,21,23,22,26
yeeT_4,14,14,9,17,18,23
ykfG_4,46,65,38,42,52,34
flu_2,1903,4594,4001,6234,8770,7171
flu_3,265,571,506,799,1131,915
era_3,157,206,151,39,58,54
orf230_6,128,115,109,63,67,61
orf231_6,137,154,141,59,80,64
cirA_2,74,349,112,11,13,22
erfK,514,906,385,209,244,249
shiA_2,5940,4183,5751,277,282,317
yeeJ_1,1028,863,973,424,521,507
mtfA_2,589,1949,1115,293,386,344
yodA,11,9156,17,278,318,379
yedZ,44,101,48,26,36,43
yedY,177,283,155,481,716,668
hiuH,45,47,34,576,838,807
yedW,157,98,165,57,78,72
yedV,233,121,243,70,109,99
yedI_2,612,401,462,174,241,201
pleD,712,583,535,232,283,251
fliC_3,959,1066,864,236,247,279
fliY_2,1037,4624,1234,218,237,221
yedO,496,1066,455,187,226,231
yecS_2,404,640,455,183,208,209
artM_3,389,503,388,103,151,146
uvrY_2,1530,1060,1372,697,826,798
ftn,103,82,111,3387,3589,3790
yecG,236,928,268,274,352,319
motB_2,31,29,47,22,18,18
tsr_2,9,17,21,7,9,5
bisZ,115,126,95,94,115,101
yecP,475,387,457,572,624,656
ntpA,1444,1671,1321,1805,1917,1891
lytM,1303,5026,863,4003,4287,4516
msbB,443,345,373,515,614,629
hexR,970,784,920,409,459,420
rsmF_1,162,79,141,214,211,250
yebV_1,1341,2889,804,65,77,83
yebW_1,69,134,50,10,9,12
pphA_1,176,200,107,27,17,22
yebY_1,78,54,86,35,40,43
yebZ_1,1044,556,895,410,469,453
yobA_1,1167,900,954,435,564,548
exoX_1,201,159,216,73,101,95
ptrB_1,483,423,467,588,737,686
yebE_1,334,359,606,593,764,716
purT_1,252,71,224,2,9,3
purT_2,225,96,235,27,36,40
purT_3,48,26,79,12,9,8
purT_4,512,180,492,13,23,36
yebE_2,315,378,685,717,838,845
ptrB_2,474,446,468,596,752,708
exoX_2,344,289,428,133,153,140
yobA_2,1115,865,917,479,512,560
yebZ_2,1035,625,832,419,445,483
yebY_2,409,216,263,154,150,201
pphA_2,153,190,97,24,24,21
yebW_2,94,143,56,11,19,8
yebV_2,1384,2863,744,95,92,109
rsmF_2,155,106,148,234,273,252
cmi,0,0,0,0,0,0
arcC1,0,0,0,0,0,0
finO,2,0,0,0,0,0
traI_1,45,93,49,61,49,48
traI_2,949,2375,1046,1840,1580,1699
traD_1,44,46,41,122,105,92
traV_1,99,69,84,58,60,68
traA_1,0,1,0,1,1,1
traY_1,0,0,0,0,0,0
traJ_1,0,0,0,0,0,0
traM_1,0,0,0,0,0,0
klcA_1,0,1,0,0,0,0
sopB,0,0,0,0,0,0
soj,0,0,0,0,0,0
bin3,10,4,7,1,0,1
mcjA,0,0,0,0,0,0
repE,0,0,0,0,0,0
ccdB,0,0,0,0,0,0
ccdA,0,0,0,0,0,0
vapB_1,0,0,0,0,0,0
vapC_1,0,0,0,0,0,0
vapB_2,0,0,0,0,0,0
vapC_2,0,0,0,0,0,0
yfeA,0,0,0,0,0,1
xerD_2,0,0,0,0,0,0
lgrD,0,0,0,0,0,0
tdeA,0,0,0,0,0,0
elmGT,0,0,0,0,0,0
besA,0,0,0,0,0,0
pfeA,0,0,0,0,0,0
relE2,0,0,0,0,0,0
cvaA,0,2,0,0,0,0
cvaC,0,0,0,0,0,0
cai,0,0,0,0,0,0
flmC,52826,145354,88165,37520,45738,50091
psiB,692,666,734,216,259,269
spo0C,828,948,1103,336,330,381
klcA_2,966,1383,1629,224,293,295
parM,5584,7302,5429,3414,3864,3987
stbB,1242,1114,1030,797,857,867
traD_2,530,455,533,169,238,270
traI_3,5205,4754,5356,1560,1947,1870
pld,1735,1835,1802,406,519,526
virB9,1959,2388,2317,1007,1271,1180
virB8,2443,3335,3125,1298,1686,1619
virB6,5680,8018,7303,2694,3506,3291
virB5,1229,1686,1632,896,1114,1072
virB4,4452,5897,5857,3048,3755,3684
virB1,2217,2952,3003,941,1142,1128
hvrA,930,1564,1142,353,399,410
klcA_3,1643,2024,1736,1905,2771,2873
umuC_2,2420,2996,2601,805,1087,958
csoR,728,629,671,403,422,451
hin,1162,1626,938,518,679,673
ecoRIIR,6484,6806,7478,2580,2975,3134
pemK,4042,4689,4185,1094,1499,1270
pemI,4368,6017,4714,1187,1409,1429
yhcR,233,990,251,452,353,386
traI_4,9725,25323,11127,16709,14873,15189
traD_3,3326,10830,3543,10795,9199,9855
ylpA,4444,13675,6806,7064,6864,7111
traQ,177,379,123,697,511,598
traC,1559,1552,1404,5165,4059,4812
traR,61,33,37,76,59,51
traV_2,583,470,496,385,387,371
traA_2,28417,55022,31587,51745,45415,48457
traY_2,28235,38601,24946,23986,21326,22280
traJ_2,2255,5359,1280,729,1013,1093
traM_2,5495,2748,2494,1671,2387,2273
